folder,file,title,year,sport,novelty,practicality,reproducibility,composite,data,code,one_line
curated,2019 Analytics for the Front Office - Valuing Protections on NBA Draft Picks.pdf,Analytics for the Front Office: Valuing Protections on NBA Draft Picks,2019,NBA,6,8,5,19,public,no,"Framework to value protection clauses on traded NBA draft picks, quantifying how conditions alter pick-asset worth for front offices."
curated,"2019 Analyzing National Football League is Challenging, but player tracking data is here to help - Lopez.pdf","Analyzing the National Football League is challenging, but player tracking data is here to help",2019,NFL,5,6,6,17,public,no,Research note arguing observational NFL data confounds analysis (e.g. fourth-down strategy) and synthesizing the tracking-data special issue.
curated,2019 Rao-Blackwellizing field goal percentage - dalygrafstein_jqas_2019.pdf,Rao-Blackwellizing field goal percentage,2019,NBA,7,6,3,16,proprietary,no,"Uses shot-trajectory (entry angle, depth, left-right) to build a variance-reduced Rao-Blackwellized FG% estimator that stabilizes early-season."
curated,2019 Relative age effects in American professional football - Jack F. Heneghan and Michael C. Herron.pdf,Relative age effects in American professional football,2019,NFL,5,4,7,16,public,no,"Finds birth-month relative age effects among 18,898 football players but no draft selection inefficiency, unlike hockey."
curated,2019 Using Deep Learning to Understand Patterns of Player Movement in the NBA.pdf,Using Deep Learning to Understand Patterns of Player Movement in the NBA,2019,NBA,7,6,3,16,proprietary,no,Unsupervised deep trajectory embeddings from SportVU enable a Similar Possessions Finder querying millions of offensive player movements.
curated,"2019 Using In-Game Shot Trajectories to Better Understand Defensive Impact in the NBA - Daly Grafstein, Bornn.pdf",Using In-Game Shot Trajectories to Better Understand Defensive Impact in the NBA,2019,NBA,7,6,3,16,proprietary,no,Analyzes 50k+ shot trajectories to explain why contested jumpers miss and build more stable perimeter-defender and shooter-resilience metrics.
curated,2019 Using In-Game Shot Trajectories to Better Understand Defensive Impact in the NBA.pdf,Using In-Game Shot Trajectories to Better Understand Defensive Impact in the NBA,2019,NBA,7,6,3,16,proprietary,no,Duplicate of Daly-Grafstein & Bornn: shot-trajectory analysis of contested shots to build stable perimeter-defense metrics.
curated,2020 A No-Tanking Draft Allocation Policy.pdf,A No-Tanking Draft Allocation Policy,2020,NBA,7,6,8,21,public,yes,"Mechanism-design draft-allocation policy that removes tanking incentives while still favoring weak teams, applied to NBA."
curated,"2020 A football player rating system - Stephan Wolf, Maximilian Schmitt and Bjorn Schuller.pdf",A football player rating system,2020,soccer,5,6,6,17,public,no,"Extends the Elo algorithm to team-sport soccer to rate 12,400 players from match reports across 16 leagues, needing only the report."
curated,2020 Baller2vec.pdf,baller2vec: A Multi-Entity Transformer for Multi-Agent Spatiotemporal Modeling,2020,NBA,8,5,6,19,mixed,yes,"Multi-entity Transformer jointly forecasts all players' and the ball's trajectories, learning player embeddings without imposing agent ordering."
curated,2020 Continuous-time state-space modelling of the hot hand in basketball.pdf,Continuous-time state-space modelling of the hot hand in basketball,2020,NBA,6,4,7,17,public,no,Ornstein-Uhlenbeck continuous-time state-space model on 110k free throws finds small but real hot-hand serial dependence.
curated,"2020 Dynamically scheduling NFL games to reduce strength of schedule variability - Elizabeth L. Bouzarth, Andrew W. Cromer, William J. Fravel, Benjamin C. Grannan and Kevin R. Hutson.pdf",Dynamically scheduling NFL games to reduce strength of schedule variability,2020,NFL,5,5,6,16,public,no,Optimization approach that dynamically schedules some NFL games to reduce strength-of-schedule variability and improve fairness.
curated,2020 Extracting Player Tracking Data from Video Using Non-Stationary Cameras and a Combination of Computer Vision Techniques.pdf,Extracting Player Tracking Data from Video Using Non-Stationary Cameras and Computer Vision Techniques,2020,basketball,7,6,4,17,mixed,no,Combines open-source pose estimation and template matching to extract player tracking from single broadcast cameras at 94.5% foot-accuracy.
curated,2020 Forecasting college football game outcomes using modern modeling techniques - Charles South and Edward Egros.pdf,Forecasting college football game outcomes using modern modeling techniques,2020,college football,4,6,6,16,public,no,"Bakeoff of ML methods (lasso, GBM, RF, NN, Bayesian) for CFB win prediction; lasso most accurate at ~70% on 2015 test data."
curated,2020 Harris-SwingShiftCompressed.pdf,Swing Shift: A Mathematical Approach to Defensive Positioning in Baseball,2020,MLB,6,7,5,18,public,no,"Optimizes full-field fielder positioning per batter, showing a three-infielder alignment lowers predicted BABIP by ~6-10%."
curated,2020 Identifying group contributions in NBA lineups with spectral analysis - Stephen Devlin and David Uminsky.pdf,Identifying group contributions in NBA lineups with spectral analysis,2020,NBA,7,6,6,19,public,no,Uses spectral analysis/representation theory to orthogonally decompose team success into pure contributions of player groups by size.
curated,2020 Learning Feature Representations from Football Tracking.pdf,Learning Feature Representations from Football Tracking,2020,soccer,6,5,3,14,proprietary,no,"Neural framework learns representations from raw tracking trajectories, handling variable duration and player-ordering without hand features."
curated,2020 Modeling Player and Team Performance in Basketball.pdf,Modeling Player and Team Performance in Basketball,2020,NBA/basketball,4,6,5,15,mixed,no,"Review of basketball analytics methods for team strategy and player evaluation, shot modeling, production curves, calling for causal inference."
curated,"2020 Nuclear penalized multiomial regression with an application to prediction at bat outcomes in baseball - Powers, Tibshirani, Hastie.pdf",Nuclear penalized multinomial regression with an application to predicting at bat outcomes in baseball,2017,MLB,8,6,6,20,public,unknown,Novel nuclear-norm penalty for multinomial regression predicting plate-appearance outcome probabilities from batter-pitcher matchups.
curated,"2020 Predicting plays in the National Football League - Craig Joash Fernandes, Ronen Yakubov, Yuze Li, Amrit Kumar Prasad and Timothy C.Y. Chan.pdf",Predicting plays in the National Football League,2020,NFL,4,7,7,18,public,no,"Interpretable decision-tree models predict pass vs rush, memorizable for in-game sideline use, plus team-specific trees."
curated,"2020 The Hot Hand and Its Effect on the NBA - Brian McNair,Eric Margolin, Michael Law, Ya'acov Ritov.pdf",The Hot Hand and Its Effect on the NBA,2020,NBA,4,3,6,13,public,unknown,"Revisits hot-hand with modern NBA data; finds no game-play effect, weak free-throw evidence, behavioral changes."
curated,"2020 The Hot Hand in Actual Game Situations - KPelechrinis, Wayne Winston .pdf",The Hot Hand in Actual Game Situations,2020,NBA,5,3,4,12,proprietary,unknown,Permutation test with shot-difficulty model examines hot hand in live NBA games controlling for shot quality.
curated,2020 The year-two effect - Evidence and antecedents for second season success in NCAA division I football - N. David Pifer and Matt R. Huml.pdf,The year-two effect: Evidence and antecedents for second season success in NCAA Division I football,2020,NCAA Football,4,5,6,15,public,no,"Fixed-effects panel regression tests the media 'year-two effect' for new coaches; finds support, especially post-firing."
curated,"2020 Unsupervised Methods for Identifying Pass Coverage Among Defensive Backs with NFL Player Tracking Data - Dutta, Yurko, Ventura.pdf",Unsupervised Methods for Identifying Pass Coverage Among Defensive Backs with NFL Player Tracking Data,2020,NFL,7,7,6,20,public,unknown,Unsupervised mixture models label cornerback man vs zone coverage from NFL tracking with no training labels.
curated,"2021 Application of PageRank Algorithm to Division I NCAA men's basketball as bracket formation and outcome predictive utility - Nicole R. Matthews, Andrew McClain, Chase M.L. Smith and Adam G. Tennant.pdf",Application of PageRank Algorithm to Division I NCAA men's basketball,2021,NCAA Basketball,3,4,6,13,public,no,Applies PageRank to season game graph for tournament team selection and bracket prediction.
curated,"2021 Classification of all-rounders in limited over cricket - a machine learning approach - Ananda B. W. Manage, Ram C. Kafle and Danush K. Wijekularathna.pdf",Classification of all-rounders in limited over cricket - a machine learning approach,2020,Cricket,3,5,6,14,public,no,Compares six classifiers to categorize cricket all-rounders as batting vs bowling from performance stats.
curated,2021 College Basketball Rating (CBR) - A new body-of-work metric for NCAA tournament selection - Justin Stocks-Smith.pdf,College Basketball Rating (CBR): A new body-of-work metric for NCAA tournament selection,2021,NCAA Basketball,4,6,7,17,public,no,Transparent box-score logistic 'game score' metric compares team resumes for NCAA at-large selection.
curated,"2021 Evaluating one-shot tournament predictions - Claus Thorn Ekstrøm, Hans Van Eetvelde, Christophe Ley and Ulf Brefeld.pdf",Evaluating one-shot tournament predictions,2021,Multi (soccer),7,5,8,20,public,yes,Introduces Tournament Rank Probability Score for evaluating pre-tournament predictions plus ensemble weighting.
curated,"2021 Home sweet home - Quantifying home court advantages for NCAA basketball statistics - Matthew van Bommel, Luke Bornn, Peter Chow-White and Chuancong Gao.pdf",Home sweet home: Quantifying home court advantages for NCAA basketball statistics,2021,NCAA Basketball,5,4,6,15,public,unknown,"Uses neutral-site games across 100k+ NCAA games to quantify home-court box-score, scorekeeper and referee biases."
curated,2021 Predicting NBA Talent from Enormous Amounts of College Basketball Tracking Data.pdf,Predicting NBA Talent from Enormous Amounts of College Basketball Tracking Data,2021,NBA/NCAA Basketball,8,8,2,18,proprietary,no,Stats Perform generates college tracking from broadcast video at scale to predict NBA draft-prospect potential.
curated,2022 Using Hex Maps to Classify  Cluster Dribble Hand-off Variants in the NBA 2.pdf,Using Hex Maps to Classify & Cluster Dribble Hand-off Variants in the NBA,2022,NBA,6,5,3,14,proprietary,no,Pipeline detects and clusters dribble hand-off variants using hexbin trajectory encodings on player tracking data.
curated,2023 Analytics have some humility a statistical view of fourth-down decision making - Brill.pdf,"Analytics, have some humility: a statistical view of fourth-down decision making",2023,NFL,8,7,8,23,public,yes,Catalytic-prior tree ML framework corrects selection bias/overfitting in EP/WP; fewer fourth downs are obvious.
curated,"2023 Machine learning for sports betting should forecasting models be optimised for accuracy or calibration - Walsh, Joshi.pdf",Machine learning for sports betting: should forecasting models be optimised for accuracy or calibration?,2023,NBA,6,8,6,20,public,unknown,"Shows optimizing NBA forecasting models for calibration, not accuracy, yields far greater betting ROI."
curated,2024 Approaching In-Venue Quality Tracking from Broadcast Video using Generative AI.pdf,Approaching In-Venue Quality Tracking from Broadcast Video using Generative AI,2024,Soccer,8,7,2,17,proprietary,no,Generative AI imputes occluded players to lift broadcast soccer tracking toward in-venue completeness.
curated,"2024 Estimating NBA Team Shot Selection Efficiency from Aggregations of True, Continuous Shot Charts - A Generalized Additive Model Approach.pdf","Estimating NBA Team Shot Selection Efficiency from Aggregations of True, Continuous Shot Charts: A GAM Approach",2024,NBA,6,6,8,20,public,yes,GAM continuous shot charts incorporate shot-pursuant free throws for true point-yield shot selection efficiency.
curated,2024 Estimating NBA Team Shot Selection Efficiency from Aggregations of....pdf,"Estimating NBA Team Shot Selection Efficiency from Aggregations of True, Continuous Shot Charts: A GAM Approach (duplicate)",2024,NBA,6,6,8,20,public,yes,Duplicate of #140: GAM continuous 'true' shot charts accounting for free-throw yield to assess shot efficiency.
curated,2024 Feeling the Pressure - A Unified Framework for Automating Pass Rushing Statistics in NFL Games.pdf,Feeling the Pressure: A Unified Framework for Automating Pass Rushing Statistics in NFL Games,2024,NFL,7,7,4,18,mixed,no,GNN/AutoGluon framework identifies blocker-rusher matchups and estimates continuous pass-rush pressure scores.
curated,2024 How to Predict the Performance of NBA Draft Prospects.pdf,How to Predict the Performance of NBA Draft Prospects,2024,NBA,6,7,5,18,public,no,Relevance-based (Mahalanobis) prediction forecasts rookie VORP/minutes with per-prediction reliability measure.
curated,2024 Player Pressure Map - A Novel Representation of Pressure in Soccer.pdf,Player Pressure Map: A Novel Representation of Pressure in Soccer,2024,Soccer,7,6,3,16,proprietary,no,Graph pressure map with 3D body-pose fed to a GNN predicts possession loss as a pressure measure.
curated,2024 Using Tracking Data to Build Offensive Line Development Tools.pdf,Using Tracking Data to Build Offensive Line Development Tools,2024,NFL,6,7,5,18,mixed,no,Functional clustering of O-line pass-set paths from tracking builds stable player development/evaluation tools.
curated,CRICTRS - Embedding Based Statistical and Semi-Supervised Cricket Team Recommendation System.pdf,CRICTRS: Embeddings Based Statistical and Semi-Supervised Cricket Team Recommendation System,2020,Cricket,5,6,6,17,public,unknown,Opposition-adjusted player quality index builds embeddings for a semi-supervised cricket team recommender.
curated,Estimating locomotor demands during team play from broadcast-derived tracking data.pdf,Estimating locomotor demands during team play from broadcast-derived tracking data,2020,Soccer,7,6,3,16,proprietary,unknown,Models predict off-screen external load metrics so broadcast-derived soccer tracking can estimate locomotor demands.
curated,Evaluating NFL Plays - Expected Points Adjusted for Schedule - Pelechrinis_Kosta_mlsa18.pdf,Evaluating NFL plays: Expected points adjusted for schedule,2018,NFL,6,6,6,18,public,no,"Optimization framework adjusts expected-points play values for opponent offensive/defensive strength, including special teams."
curated,Factorized Point Process Intensities - A Spatial Analysis of Professional Basketball.pdf,Factorized Point Process Intensities: A Spatial Analysis of Professional Basketball,2014,NBA,8,6,6,20,public,unknown,Foundational NMF of Poisson-process shot intensity surfaces yields interpretable low-rank NBA player shooting types.
curated,Foul Accumulation in the NBA.pdf,Foul Accumulation in the NBA,2020,NBA,5,5,6,16,public,unknown,"SFU MSc thesis (Chu, supervisor Swartz) analyzing foul accumulation and its effect on NBA player usage/substitution."
curated,Going Deep - Models for Continuous Time Within Play Valuation of Game Outcomes in American Football with Tracking Data.pdf,Going Deep: Models for Continuous-Time Within-Play Valuation of Game Outcomes in American Football with Tracking Data,2019,NFL,8,7,4,19,mixed,unknown,Modular LSTM ball-carrier model enables continuous-time within-play EP/WP valuation from NFL tracking data.
curated,Identifying group contributions in NBA lineups with spectral analysis.pdf,Identifying group contributions in NBA lineups with spectral analysis,2020,NBA,7,5,6,18,public,unknown,"Spectral (algebraic signal processing) decomposition isolates pure individual, pair, triple lineup contributions to success."
curated,Interception The Secrets Of Modern Sports Betting.pdf,Interception: The Secrets of Modern Sports Betting,,Multi (betting),4,7,2,13,none,no,Popular trade book explaining modern sports betting market dynamics and edge-finding for bettors.
curated,Lan2020_Article_Semi-onlineMulti-peopleTrackin.pdf,Semi-online Multi-people Tracking by Re-identification,2020,N/A (computer vision),7,4,5,16,public,unknown,MRF-based semi-online multi-people tracker casts tracking as re-identification; strong on MOT benchmarks.
curated,Measuring Spatial Allocative Efficiency in Basketball.pdf,Measuring Spatial Allocative Efficiency in Basketball,2020,NBA,8,7,6,21,public,unknown,Bayesian hierarchical spatial FG% model detects lineup shot-allocation inefficiency relative to teammates by court region.
curated,Model Trees for Identifying Exceptional Players in the NHL Draft.pdf,Model Trees for Identifying Exceptional Players in the NHL Draft,2018,NHL,7,6,6,19,public,no,"Logistic-regression model trees rank NHL draft prospects from public junior-league data, blending regression and cohort approaches interpretably."
curated,"Modeling Player and Team Performance in Basketball - Terner, Franks.pdf",Modeling Player and Team Performance in Basketball,2020,NBA/basketball,4,6,6,16,mixed,no,"Review surveying statistical methods for basketball team/player evaluation, shot modeling, and production curves; calls for causal inference."
curated,Player Availability Rating (PAR) - A Tool for Quantifying Skater Performance for NHL General Managers.pdf,Player Availability Rating (PAR): Quantifying Skater Performance for NHL GMs,2018,NHL,4,5,6,15,public,no,"Regression/neural-net predicts skater points-per-game, then an ad-hoc PAR formula flags trade-available underperformers for GMs."
curated,Positional Value in Soccer Expected League Points Added above Replacement.pdf,Positional Value in Soccer: Expected League Points Added above Replacement,2018,Soccer,7,7,6,20,public,no,"Skellam regression on FIFA ratings across 20k games yields eLPAR positional value, showing defenders undervalued by market."
curated,Predicting play calls in the National Football League using hidden Markov models.pdf,Predicting Play Calls in the NFL Using Hidden Markov Models,2020,NFL,6,6,7,19,public,no,"HMM on Kaggle play-by-play predicts run/pass with 71.5% accuracy, beating prior play-call studies by modeling time-series structure."
curated,Projection Predictive Inference for Generalized Linear and Additive Multilevel Models.pdf,Projection Predictive Inference for Generalized Linear and Additive Multilevel Models,2020,none/general,7,3,8,18,none,yes,Bayesian methodology paper extending projection-predictive variable selection to GLMMs/GAMMs; not sports research.
curated,Random Walk Picture of Basketball Scoring.pdf,Random Walk Picture of Basketball Scoring,2012,NBA/basketball,7,3,7,17,public,no,"Models NBA scoring as anti-persistent continuous-time random walk, reproducing lead changes, score-difference, and win/loss distributions."
curated,Rao-Blackwellizing Field Goal Percentage.pdf,Rao-Blackwellizing Field Goal Percentage,2018,NBA/basketball,7,6,3,16,proprietary,no,"Conditions shot-make probability on optical trajectory (entry angle, depth, accuracy) to produce lower-variance RB-FG% via Rao-Blackwell."
curated,Route Identification in the National Football League.pdf,Route Identification in the National Football League,2019,NFL,7,7,7,21,public,no,Model-based curve clustering with Bezier bases and EM labels NFL receiver routes from Big Data Bowl tracking data.
curated,SEAM methodology for context-rich player matchup evaluations.pdf,SEAM: Synthetic Estimated Average Matchup for Player Matchups,2020,MLB,7,7,7,21,public,yes,Estimates batter-vs-pitcher spray-chart distributions with synthetic players to fix small samples; ships public Shiny app.
curated,TR_2008_07.pdf,Introduction to Sabermetrics: Predicting Wins and Championships,2008,MLB,3,4,6,13,public,no,Undergraduate sabermetrics report using linear/nonlinear regression and simulation to predict MLB wins and championships.
curated,The_Logic_Of_Sports_Betting.pdf,The Logic of Sports Betting,2019,multi/betting,5,8,2,15,none,no,"Practitioner book explaining how sports-betting markets work: lines, closing value, middling, arbitrage, and bettor edge."
curated,Track Anything - Segment Anything Meets Videos.pdf,Track Anything: Segment Anything Meets Videos,2023,none/general,7,5,8,20,public,yes,Interactive video object tracking/segmentation combining SAM and XMem; a general CV tool adaptable to sports video.
curated,[15590410 - Journal of Quantitative Analysis in Sports] A generative model for predicting outcomes in college basketball.pdf,A Generative Model for Predicting Outcomes in College Basketball,2015,NCAA basketball,7,6,6,19,public,no,"Poisson-factorization soccer-style model with conference/team attack-defense vectors predicts NCAA tournament, beating betting houses via Kelly."
curated,[15590410 - Journal of Quantitative Analysis in Sports] An analytical approach for fantasy football draft and lineup management.pdf,An Analytical Approach for Fantasy Football Draft and Lineup Management,2016,NFL/fantasy,6,7,5,18,public,no,"Mixed-integer optimization for full-season fantasy football draft plus weekly lineup, paired with opponent-context player projections."
curated,[15590410 - Journal of Quantitative Analysis in Sports] Decomposing Pythagoras.pdf,Decomposing Pythagoras,2017,multi (MLB/NBA/NFL/NHL),7,4,8,19,public,no,Derives exact team win-percentage model and decomposes Pythagorean exponent into points-per-game and margin-of-victory across sports.
curated,[15590410 - Journal of Quantitative Analysis in Sports] Estimating an NBA player's impact on his team's chances of winning.pdf,Estimating an NBA Player's Impact on His Team's Chances of Winning,2016,NBA,7,7,6,20,public,no,Bayesian regularized regression on win-probability changes per shift yields context-aware adjusted plus-minus player rankings.
curated,[15590410 - Journal of Quantitative Analysis in Sports] Identifying NCAA tournament upsets using Balance Optimization Subset Selection.pdf,Identifying NCAA Tournament Upsets Using Balance Optimization Subset Selection,2017,NCAA basketball,6,6,7,19,public,no,"BOSS matches current first-round games to historical upset profiles using few public stats, doubling random-selection upset accuracy."
curated,[15590410 - Journal of Quantitative Analysis in Sports] Meta-analytics_ tools for understanding the statistical properties of sports metrics.pdf,Meta-analytics: Tools for Understanding the Statistical Properties of Sports Metrics,2016,NBA/NHL,8,6,6,20,mixed,no,"Introduces discrimination/stability/independence meta-metrics to evaluate which player metrics carry reliable, unique signal."
curated,[15590410 - Journal of Quantitative Analysis in Sports] Modified Kelly criteria.pdf,Modified Kelly Criteria,2018,multi/betting,6,7,8,21,none,yes,"Decision-theoretic modification of Kelly betting fraction accounting for uncertainty in win probability; yields smaller, principled bets."
curated,[15590410 - Journal of Quantitative Analysis in Sports] The implied volatility of a sports game.pdf,The Implied Volatility of a Sports Game,2015,multi/betting,7,6,7,20,public,no,"Extends Stern's Brownian-motion score model to back out market-implied game volatility from spread and moneyline, identifying bets."
curated,"nflWAR- A Reproducible Method for Offensive Player Evaluation in Football (Extended Edition) - Ron Yurko, Sam Ventura, Maksim Horowitz.pdf",nflWAR: A Reproducible Method for Offensive Player Evaluation in Football,2018,NFL,8,8,9,25,public,yes,"Foundational open NFL framework: nflscrapR data, multinomial EP, GAM win probability, and multilevel WAR for offensive players."
curated,Soccer/2012 Multi-Agent Team Behavior from Partial Team Tracings.pdf,Characterizing Multi-Agent Team Behavior from Partial Team Tracings (EPL),2012,Soccer,7,5,3,15,proprietary,no,Represents EPL team behavior as ball-movement play-segments and entropy maps to characterize tactical predictability without a plan library.
curated,Soccer/2015 Improving Shot Prediction in Soccer.pdf,Quality vs Quantity: Improved Shot Prediction in Soccer Using Strategic Features,2015,Soccer,7,7,2,16,proprietary,no,"CRF on ten-second pre-shot tracking windows with strategic features (defender proximity, game phase) estimates shot quality across ~10k shots."
curated,Soccer/2016 Optimal Defensive Disruption Soccer.pdf,The Pressing Game: Optimal Defensive Disruption in Soccer,2016,Soccer,7,6,3,16,proprietary,no,Spatial GLM with Gaussian process yields team-specific disruption/control surfaces distinguishing pressing styles from EPL event data.
curated,Soccer/2017 Passing Behavior Flow Motifs.pdf,Flow Motifs in Soccer: What Can Passing Behavior Tell Us?,2017,Soccer,7,6,3,16,proprietary,no,Passing-network flow motifs plus coordinate xG characterize player/team styles across six leagues to inform transfers and tactics.
curated,Pythagorean Win Expectancy and Weibull/VictorLuo steven miller understudy.pdf,Relieving and Readjusting Pythagoras: Improving the Pythagorean Formula,2014,MLB,5,4,7,16,public,yes,Undergraduate thesis adjusting Pythagorean expectation for ballpark/game-state and testing linear combinations of Weibulls for run production.
curated,Pythagorean Win Expectancy and Weibull/pyth win steven j miller 2.pdf,A Derivation of the Pythagorean Won-Loss Formula in Baseball,2006,MLB,8,4,8,20,public,no,Foundational theoretical derivation of the Pythagorean formula by modeling runs scored/allowed as independent Weibull random variables.
curated,Pythagorean Win Expectancy and Weibull/pyth win steven j miller.pdf,A Derivation of the Pythagorean Won-Loss Formula in Baseball,2006,MLB,8,4,8,20,public,no,"Foundational Weibull-based derivation of Bill James' Pythagorean formula, recovering gamma near 1.79 from the 2004 AL season."
curated,Pythagorean Win Expectancy and Weibull/pyth win utility morey model UL.pdf,Testing the Utility of the Pythagorean Expectation Formula on Division One College Football,2013,NCAA football,4,5,7,16,public,no,Applies original Pythagorean exponent-2 vs Morey's 2.37 to 2005-2011 Division I football via residual analysis for coaching decisions.
curated,Pythagorean Win Expectancy and Weibull/weibull handbook.pdf,The New Weibull Handbook (Abernethy),,none,3,2,5,10,none,no,"General reliability-engineering reference on Weibull/life-data failure analysis; not sports research, included only as Weibull background."
randoms,randoms/A_Decade_of_Euroleague_Basketball_an_Ana.pdf,A Decade of Euroleague Basketball,2013,basketball,5,5,6,16,public,,Box-score trends across 10 Euroleague seasons and effects of FIBA rule changes.
randoms,randoms/A_Journey_Across_Football_Modelling_with.pdf,A Journey Across Football Modelling with Application to Algorithmic Trading,2016,soccer,6,6,4,16,mixed,,PhD thesis on soccer match modelling applied to betting/algorithmic trading.
randoms,randoms/A_Review_of_Data_Mining_Techniques_for_R.pdf,A Review of Data Mining Techniques for Result Prediction in Sports,,general,3,3,4,10,none,,Survey of data-mining methods for sports result prediction.
randoms,randoms/Adjusted_Plus_Minus_for_NHL_Players_usin.pdf,Adjusted Plus-Minus for NHL Players using Ridge Regression,2012,hockey,7,7,6,20,public,,Ridge-regression adjusted plus-minus for NHL using shot-based metrics to shrink error bounds.
randoms,randoms/An_Analysis_of_Defensive_Strategies_Used.pdf,An Analysis of Defensive Strategies Used by Home and Away Basketball Teams,2010,basketball,4,4,4,12,proprietary,,Observational study of home/away defensive strategy in 10 Spanish-league games.
randoms,randoms/An_Analysis_of_Factors_Contributing_to_W.pdf,An Analysis of Factors Contributing to Wins in the NHL,2014,hockey,5,6,6,17,public,,Discriminant and logistic models identifying NHL playoff and game-win predictors.
randoms,randoms/An_Improved_Adjusted_Plus_Minus_Statisti (1).pdf,An Improved Adjusted Plus-Minus Statistic for NHL Players,2011,hockey,7,7,6,20,public,,"WLS adjusted plus-minus adding power-play, shorthanded, and faceoff-zone effects."
randoms,randoms/Appliance_of_Neural_Networks_in_Basketba.pdf,Appliance of Neural Networks in Basketball Scouting,2010,basketball,4,4,4,12,proprietary,,Feedforward neural nets on five Serbian-league seasons for basketball scouting.
randoms,randoms/Application_of_Machine_Learning_Algorith.pdf,Application of ML Algorithms for Classification of Football Problems,,soccer,4,4,5,13,public,,Compares KNN/SVM/DT/LR to predict both-teams-score in Portuguese Liga NOS.
randoms,randoms/Archetypoid_Analysis_for_Sports_Analytic.pdf,Archetypoid Analysis for Sports Analytics,,multi,7,5,5,17,public,,Extends archetypoid analysis to sparse functional and asymmetric sports data for player profiling.
randoms,randoms/Artificial_Intelligence_in_Sports_Predic.pdf,Artificial Intelligence in Sports Prediction,,multi,4,5,4,13,public,,"Multi-layer perceptron predicting match outcomes, benchmarked against human tipsters."
randoms,randoms/Assessing_the_Burdens_of_Leadership_Effe.pdf,Assessing the Burdens of Leadership,2004,hockey,5,3,5,13,public,,Growth modeling of NHL captaincy's effect on player performance over time.
randoms,randoms/Attacking_game_patterns_in_Soccer_A_sequ.pdf,Attacking Game-Patterns in Soccer: 2010 World Cup Winner,2011,soccer,4,4,3,11,proprietary,,Sequential analysis of Spain's attacking patterns at 2010 World Cup.
randoms,randoms/Automated_Assistants_for_Analyzing_Team.pdf,Automated Assistants for Analyzing Team Behaviors,,general,6,4,4,14,none,,Multi-agent teamwork analysis tools using RoboCup soccer as testbed.
randoms,randoms/B04124012020.pdf,An Improved Prediction System for Football Match Result,2014,soccer,3,4,4,11,public,,KDD-based football match predictor using nine outcome-affecting features.
randoms,randoms/Ball_possession_effectiveness_in_mens_an.pdf,Ball Possession Effectiveness in Men's and Women's Elite Basketball,2013,basketball,4,5,5,14,proprietary,,Possession-effectiveness differences by sex and situational variables.
randoms,randoms/Basketball_Teams_as_Strategic_Networks.pdf,Basketball Teams as Strategic Networks,2012,basketball,7,5,6,18,public,,"Network analysis of NBA playoff ball movement using centrality, entropy, flow metrics."
randoms,randoms/Beliefs_about_the_hot_hand_in_basketball.pdf,Beliefs About the Hot Hand in Basketball Across the Adult Life Span,,basketball,4,2,4,10,none,,Psychology study of how age affects belief in the basketball hot hand.
randoms,randoms/Brief_exploration_of_short_and_mid_term.pdf,Short and Mid-Term Timeout Effects on Basketball Scoring,2013,basketball,5,6,5,16,public,,Analyzes timeout effects on subsequent scoring by situational variables.
randoms,randoms/CHARACTERIZING_THE_SPATIAL_STRUCTURE_OF.pdf,Characterizing the Spatial Structure of Defensive Skill in Professional Basketball,2015,basketball,9,7,4,20,proprietary,,"Landmark spatial model of NBA defense from optical tracking; counterpoints, shot suppression."
randoms,randoms/Conway_S_and_Ouellette_M_2019_Playing_it.pdf,Playing It Cool? McLuhan's Hot and Cool Media Applied to Digital Games,2019,none,3,1,2,6,none,,Media-theory essay applying McLuhan to video games; not sports analytics.
randoms,randoms/Cricket_Analytics_and_Predictor.pdf,Cricket Analytics and Predictor,,cricket,2,3,3,8,public,,Undergraduate student project building a cricket analytics/prediction app.
randoms,randoms/DRAFTING_AGENT_BASED_MODELING_INTO_BASKE.pdf,Drafting Agent-Based Modeling into Basketball Analytics,2019,basketball,6,4,4,14,public,,Agent-based simulation of NBA games testing hot-hand and franchise-player beliefs.
randoms,randoms/Data_Mining_in_Elite_Sports_A_Review_and.pdf,Data Analysis and Mining Demands in Elite Sports,,general,3,3,3,9,none,,Review of data-analysis and mining demands in elite sport.
randoms,randoms/Data_Mining_in_Sports_A_Research_Overvie.pdf,Data Mining in Sports: A Research Overview,2006,general,3,3,3,9,none,,Masters-project survey overview of sports data mining.
randoms,randoms/Depth_of_Player_Rotation_on_Game_Perform.pdf,Depth of Player Rotation on Game Performance in NCAA Men's Basketball,,basketball,5,6,6,17,public,,"Rotation depth's effect on winning across 7,154 NCAA D-I team performances."
randoms,randoms/Detecting_and_classifying_moments_in_bas.pdf,Detecting and Classifying Moments in Basketball Matches,,basketball,6,5,4,15,proprietary,,Tracking-data method to detect and classify basketball game moments.
randoms,randoms/Effect_of_Defensive_Pressure_on_Movement.pdf,Effect of Defensive Pressure on Movement Behaviour During an Under-18 Game,2014,basketball,5,4,4,13,proprietary,,Dynamical-systems study of defensive pressure on team centroid/movement.
randoms,randoms/Effects_of_game_location_and_final_outco.pdf,Effects of Game Location and Final Outcome on Zonal Football Statistics,2012,soccer,4,4,4,12,proprietary,,Home/away and outcome effects on soccer stats by pitch zone.
